node,nf_degree_centrality,nf_closeness_centrality,nf_pagerank,nf_load_centrality,nf_average_neighbor_degree,nf_eigenvector_centrality,nf_harmonic_centrality,nf_betweenness_centrality,nf_hub_score,nf_constraint,nf_coreness,nf_eccentricity
7147,0.0135006750337516,0.4756457213528041,9.920745999125194e-05,0.0001500752888519,659.7333333333333,0.0117270746134145,0.4746195643116621,49584.72914970126,0.1003765400474548,0.0034908893130239,129,4.0
15865,0.0070503525176258,0.4586085121995964,5.5066733471731327e-05,3.758277605975647e-05,734.3617021276596,0.0071446644099844,0.3361951430904206,43.23843555867443,0.0008878070475953,0.1111111111111111,9,5.0
10238,0.008500425021251,0.4578211203442986,6.879228958866636e-05,9.77146303689244e-05,644.4294117647058,0.0065914449318552,0.4046468990114432,942.7603632655832,0.0158141626484618,0.0162860479757118,66,5.0
14099,0.0021001050052502,0.4237435375879312,2.0949325507426533e-05,2.5426518070521235e-06,1039.404761904762,0.0028603110495967,0.444793072986976,230.8289016301,0.0288272122656674,0.0261113991839305,38,4.0
14273,0.0048502425121256,0.4480062724014337,3.987370509703014e-05,9.368918394234176e-06,1039.278350515464,0.0067079551108577,0.4526601330066786,3140.382416199513,0.0248291083403382,0.0190164450545675,51,4.0
10370,0.008750437521876,0.4436335403726708,6.851848794044441e-05,3.3754599259477675e-05,569.2571428571429,0.0068266653990461,0.4323091154557081,2098.9008571152817,0.0180542724233343,0.0174383914961008,53,4.0
17728,0.0075503775188759,0.4609020303749625,5.983720971002606e-05,5.3299015924087575e-05,643.8874172185431,0.0058559687920399,0.443638848609084,709.9649819044861,0.026641609926573,0.0177867745998903,59,4.0
15695,0.0039501975098754,0.445392187430404,3.193609936615193e-05,6.144314866457111e-06,978.8987341772151,0.0048952313362254,0.3353075987132044,8.477695312992605,0.0006839118019049,0.0864391153220296,13,5.0
5251,0.0069503475173758,0.4524148851939826,5.558748984118621e-05,3.0653513988857816e-05,890.0215827338129,0.0084146887731205,0.4386260979715298,8271.991067911682,0.018994014666658,0.0241268374899392,42,4.0
4467,0.0047002350117505,0.4397124137021239,3.855844345787753e-05,9.85929329429208e-06,836.5957446808511,0.0054324080150246,0.4673442005434544,7397.051693464575,0.0436288248070241,0.012910396972192,66,4.0
1966,0.0099004950247512,0.4671244715390185,7.53602135244785e-05,4.090957605314249e-05,824.4141414141415,0.0105538870504849,0.4388094404719683,30997.691265084188,0.0668145264359705,0.0030656802751253,109,4.0
