emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,node
-1.1728927,-0.41063496,1.5371922,0.94622505,1.7487904,2.814404,0.63671994,1.8428919,10895
4.3477154,0.74584574,3.3588629,3.4521437,2.6231968,-0.19824512,5.048066,9.206738,10922
2.3847992,0.4723157,-1.4409676,-0.5427362,-0.14809622,4.1414933,-0.869473,2.8771513,10928
3.616048,0.829971,2.1474657,3.2903347,0.31747973,0.49999756,1.895318,9.175456,10947
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,10955
-2.3070478,-1.074099,-0.7824475,2.7090266,2.0205655,1.7525011,-0.036617786,0.58241844,11062
3.4938145,0.33797923,1.6598098,4.775166,-0.019046187,0.7596595,5.238282,8.049928,11064
1.6919631,0.012829576,-1.4698248,2.7238786,1.2993044,0.5545751,0.64839053,6.460841,11079
-0.0036429223,2.8583612,-1.6973948,2.3871589,0.73692375,-0.5862916,0.97754884,2.7641327,11085
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,11205
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,11211
4.7970133,2.1557763,3.155652,4.382189,0.89596105,-0.5223152,1.1935111,9.289975,11278
4.630821,1.2356088,4.7464995,5.898123,4.699846,-0.32069522,3.7736094,7.918113,11326
-0.19819042,1.0613375,0.8057445,1.0779973,0.080519944,2.4405084,-0.41672876,1.2413272,11339
-1.8566928,1.0798719,2.873858,2.92419,0.8262388,0.59432966,1.0408959,6.949334,11401
-0.3721193,1.141473,-2.2305503,0.75108564,2.0369911,1.29094,1.0482143,2.5815046,11431
1.7854887,0.19600466,1.0676067,2.042966,-0.06415951,1.8994824,2.4553225,3.7872536,11450
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,11521
0.069593705,1.5648575,-1.3049396,1.1627566,-0.385402,2.0215316,-0.63982177,1.9734612,11529
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,11604
4.3562427,0.5721734,2.4452028,5.11306,1.6762471,1.0023985,3.266822,7.9821215,11637
-0.42114806,0.2507485,-1.6025878,1.3532596,0.84915733,1.4840705,-2.409815,0.009351678,11716
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,11717
4.3562427,0.5721734,2.4452028,5.11306,1.6762471,1.0023985,3.266822,7.9821215,11729
-0.34287387,-0.56262916,-1.9861712,1.1265297,0.4862911,4.398654,-2.0619543,2.9910018,11787
-1.7660775,-0.5788681,2.4486752,2.2994292,-0.27838743,0.86713946,0.15515307,4.224409,11817
1.4604126,1.848812,0.77498204,4.704777,0.86436963,0.51280403,4.807581,7.515421,12033
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,12059
-0.43442968,0.32196417,0.22059949,1.873044,-0.5572903,0.15073305,-2.1883492,-0.15759167,12195
1.6991333,2.2507029,-0.42267123,0.10155683,2.3564322,0.49706936,1.6487716,2.3574948,12218
-0.7179501,-0.2957666,-0.928218,-0.30369186,0.4694095,1.9259604,-1.1099762,1.0764354,12224
0.5993992,0.5288467,0.81668085,2.1981678,1.2299341,4.523648,1.3482533,0.21770442,12242
-0.023280254,3.0565906,-1.8176548,0.49491757,0.16211972,2.058163,-0.17263511,0.7737084,12328
4.6066585,1.1798207,3.1923265,3.7484207,1.7861409,-0.27031636,3.3469627,9.341508,12343
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,12411
0.8190721,2.6856093,-1.9233632,-1.639494,-0.7278581,1.8440818,-2.3072832,-1.4769063,12459
2.1923454,3.6800952,2.593001,5.1034613,-0.60673994,1.6856176,2.4681082,4.7647834,12505
-0.34071788,1.5462792,-2.2351708,0.6377346,0.5736652,0.5819978,-0.8313956,0.8305371,12527
-1.8397933,1.7884977,1.4164932,3.747452,0.10356867,-0.14489122,0.40962717,2.580551,12571
0.5609233,-0.73848736,2.9323387,2.5649123,-0.2204538,5.276074,3.2163157,5.6373854,12627
1.5431634,-0.10277936,2.706098,2.0645828,-0.7586505,3.6615555,3.9291544,5.435498,12652
-0.4583398,1.3834028,1.494318,1.6107148,-0.29824722,1.5286456,-0.10064179,1.5416611,12739
-1.5433834,1.2920604,-0.9510047,2.7236571,1.2205063,1.2365007,-0.9236573,2.8756936,12785
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,12883
1.4364835,2.251049,-0.26846194,1.7860944,0.9043098,3.7092385,2.5159774,2.9900706,12959
1.8494402,0.58641636,3.6148417,3.7274468,-2.0091624,0.14900056,2.7938013,7.915928,13114
4.6871448,0.9285738,2.9393983,3.2684355,1.3591748,-0.036027685,3.3136833,9.740031,13128
3.4594207,0.677912,2.433968,5.3786535,1.4899461,0.23754556,4.0529623,6.311728,13132
1.7603834,0.29857,0.12730114,4.475635,1.2003002,-1.0967866,2.6533823,6.5395865,13163
2.8349733,2.121471,0.14909571,2.5139194,2.6897995,3.1906152,3.468179,4.197123,13177
-0.9361221,1.3244624,-1.6490784,-0.892866,-0.6557598,2.237547,-1.2540377,0.17957518,13239
-1.1903633,-0.29016545,-0.2648485,0.45921603,1.0611222,2.6369755,-1.6612972,1.0108675,13291
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,13308
4.6871448,0.9285738,2.9393983,3.2684355,1.3591748,-0.036027685,3.3136833,9.740031,13353
0.5066937,1.1104026,-1.7216282,1.6004726,1.8207289,1.0626686,-0.7386062,-3.6402762,13366
1.1679878,2.4190686,-2.1176538,0.9958955,2.0908046,2.148648,1.0945784,-1.6272947,13398
-2.0891218,0.9010572,4.641039,3.8846457,-1.5348822,3.73838,-1.0741132,3.4940534,13484
-0.116672,2.313617,0.13793942,1.2411723,2.4696264,2.2171278,1.0130011,2.8625362,13495
-2.0805604,1.9529505,-0.16306204,0.9106042,0.013038398,1.3622922,-1.1531247,1.7113771,13508
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,13544
4.394969,1.5331264,2.5416243,5.0820155,1.3209869,2.0226336,4.155385,8.763248,13573
-1.0320069,1.095819,-0.007708239,3.7799168,-0.2778682,1.5144773,1.3506229,6.578241,13616
4.3562427,0.5721734,2.4452028,5.11306,1.6762471,1.0023985,3.266822,7.9821215,13627
2.8006384,1.4830744,2.7548218,4.0317183,0.38141316,0.72003305,3.1108096,6.6364813,13664
3.9806175,2.2500408,-2.193762,1.0223812,3.898809,2.1596634,1.8057346,0.58871746,13670
0.23999837,1.6181116,-0.98371375,1.6450262,0.48263156,2.0912776,-1.1342388,0.13761994,13723
3.4743314,-0.033087935,3.1687326,3.4553552,-0.24236035,2.0042577,2.5391507,8.96356,13739
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,13742
0.59494156,0.37812346,0.1727359,2.2388275,-0.1761586,3.3881338,0.15920994,2.1613772,13798
-1.3249074,-0.42377877,1.4961419,1.1992126,-0.027971923,1.052198,1.0980886,1.3372571,13808
-0.9144945,-0.1035893,-0.11727577,2.621269,2.245724,2.965928,-0.015388578,0.8999626,13889
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,13915
-1.9025801,0.1090253,2.027696,0.9770006,-0.9150254,0.91889304,-1.7974474,0.58731604,13930
-0.41065645,2.102065,-1.5236994,1.4882252,0.30369034,2.4689047,-2.0218098,-0.39986017,13956
-0.7305004,0.1856761,-1.8282236,0.87665325,-0.15724185,0.49357867,-1.2300872,1.8669796,13972
0.6038525,0.31693944,1.752407,1.3601366,-0.8209854,4.885633,-0.6314925,4.832053,13992
4.7970133,2.1557763,3.155652,4.382189,0.89596105,-0.5223152,1.1935111,9.289975,14038
-1.5176636,-1.2562867,0.036050025,1.300936,0.20343491,0.78277403,0.81207824,1.24566,14049
-0.5817772,-1.5010076,-0.86737627,0.3398022,1.5788335,1.114808,0.44407573,0.8650236,14097
-2.378143,0.40488487,-0.8230191,3.3072317,1.4730479,1.1189498,1.7484374,2.1208427,14099
-0.9764695,0.27734604,-1.0686214,1.5404888,-1.0244744,0.80122864,-0.92843115,-0.102358915,14273
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,14305
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,14364
1.1898905,3.05209,1.6212571,1.312752,0.33545494,1.7285782,1.280617,3.3877313,14419
3.1523247,-0.5149254,2.3869288,4.6516695,-0.48281372,1.3295236,4.696845,7.45596,14450
0.36595264,0.6944297,-1.8516983,1.5677929,1.5755038,0.7273729,0.02529718,-0.63969743,14475
5.058805,1.4242806,3.2807157,4.961111,2.1863673,-0.041708276,3.412244,8.709597,14617
1.0817871,1.1683943,-0.010247285,0.805704,0.29807627,2.6659124,0.4472489,-2.135391,14626
0.17922305,0.25473097,-0.1498496,-0.18881893,0.6402478,1.9033359,-2.5450394,-0.7103443,14627
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,14637
3.1524777,0.10862592,4.5668864,4.3661213,-0.18707442,0.67960274,3.9814303,7.6085634,14643
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,14694
-1.4035469,2.2208598,-0.06424113,2.08754,-0.45848507,3.256078,-1.2170504,2.301144,14707
1.6179492,0.68896943,-2.7893584,-0.1337736,0.0881789,1.96864,-0.3708266,-0.21758422,14710
3.6064906,2.669447,2.8851857,3.3991652,-0.64141107,-0.52016616,3.8769867,9.835061,14746
1.094322,0.70880705,0.80627805,-0.20972592,-1.6213965,2.4039974,-0.9658303,2.2683275,14764
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,14779
-1.6343813,0.36307928,0.3174349,-0.24636507,-0.76370484,0.8222429,-1.3309402,0.2541103,14794
2.3692327,2.7575738,1.2231718,4.2813168,0.1617198,0.5534973,5.5002728,7.357596,14823
3.4233544,2.3809037,2.3424914,3.7829738,-0.18998349,1.17036,2.0816176,9.560409,14891
3.2809343,2.0952384,3.623549,3.9070196,1.1302923,-1.3267808,3.6727993,8.4516945,14957
0.48993874,-0.47149244,2.0100975,3.1037781,-1.9542748,5.0590696,1.2998037,4.889498,14971
5.058805,1.4242806,3.2807157,4.961111,2.1863673,-0.041708276,3.412244,8.709597,15029
4.748705,1.660403,2.9737573,4.307331,1.2211362,-0.42125267,2.3718834,9.211646,15032
0.54752547,0.521953,3.3544183,2.6010695,-0.19006515,3.5702055,1.9091753,4.7767677,15085
0.09410244,1.4009572,0.34993774,2.2655401,2.1448011,2.9031372,2.9820807,2.8338714,15113
1.1918932,0.29329804,1.5762718,2.4785197,-0.46684712,1.700058,0.70273006,8.929636,15188
3.6253572,-0.104803294,2.4724288,3.6878328,2.1339326,0.77589744,4.7625923,8.448033,15193
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,15224
0.7874167,2.5177283,1.2187591,2.887652,-0.22630379,0.70756346,-0.5261513,2.5689723,15346
-0.47399902,2.035006,0.44252634,2.6953619,0.013228566,2.4857116,-0.41587064,2.0047107,15362
-0.17554303,-0.07241103,3.0662925,4.224299,-0.63888556,-0.38114482,2.4123547,4.2388687,15412
1.9942695,1.4066491,2.9382777,3.9839048,-1.6747069,0.5982612,1.2385986,3.3635328,15441
-0.12731989,2.3629947,-1.9901483,1.4558953,0.6135831,-0.04669436,-1.578556,0.080533676,15466
4.394969,1.5331264,2.5416243,5.0820155,1.3209869,2.0226336,4.155385,8.763248,15483
-1.4643497,1.4763108,-1.7730708,3.1809344,1.1579806,1.2285626,-1.1833918,-0.6625954,15503
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,15540
2.0178509,0.626096,3.9943442,5.252868,-0.83249646,0.073118314,4.523118,6.2597585,15563
4.6871448,0.9285738,2.9393983,3.2684355,1.3591748,-0.036027685,3.3136833,9.740031,15576
-1.5575285,0.22140017,1.7459251,1.380517,1.9412891,1.5394027,-0.38696072,-0.5043365,15610
3.0748553,0.6422665,2.405521,3.654893,-0.45257902,-0.760624,5.5299134,8.361327,15640
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,15676
0.8460332,2.7599053,-1.1907152,-0.5763812,0.7298701,2.752794,-0.8451941,0.6193121,15695
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,15736
2.5471761,3.5263066,3.8654232,3.6299837,-0.0036700955,-0.5118275,4.1549883,9.781748,15825
0.95014876,0.5195124,1.9974709,4.375031,-0.35106272,1.3742425,1.4363023,4.9512863,15858
0.19341873,0.5128866,2.2046223,1.3278192,0.8007821,2.83826,1.0910826,3.8846912,15862
2.8460715,3.03013,2.4944286,4.917665,-0.082089365,-0.42401725,2.1219168,5.4019356,15865
3.169798,1.821977,2.7830033,3.936111,0.7093605,3.0710146,4.582953,7.5263186,16084
-0.41051802,1.3312955,1.3571563,1.3268586,1.2101039,3.012825,0.55335057,1.5623841,16114
2.156887,3.108739,2.1167946,3.8927717,0.34023076,1.2908438,4.3586016,8.165882,16116
-0.92142224,-1.3920968,-0.8732329,2.8819783,0.18954642,1.6116832,-1.9032263,2.1961575,16212
3.1996288,1.283163,2.7978168,4.290781,0.5843989,1.0965286,3.6432965,6.511213,16244
2.182369,1.8215398,-0.1456452,1.6332784,0.6734686,1.6633826,3.352524,4.58938,16254
2.790627,2.1957712,3.1039538,5.239058,0.20592809,-0.5237606,1.4712634,6.1993933,16286
-0.4944681,-0.7978466,-0.74826974,0.970667,-0.054874517,0.16931634,-0.959484,1.2852385,16314
-2.165823,2.7604442,3.5263648,3.9395235,-1.3630186,1.0538086,-0.29167584,3.4986124,16340
-0.22243334,0.6250173,2.0286758,3.14072,-0.9807944,0.6990773,0.52326834,3.5116432,16362
0.6748133,-0.39504477,2.0728636,3.2546902,0.46300817,4.0483956,2.867753,2.5649912,16371
-1.2499553,1.6881475,-2.1291046,0.42584562,0.02445127,-0.08002703,-0.84443843,0.28719524,16448
-1.4373597,2.2567086,1.4630338,3.3966844,0.24393064,1.9133575,-0.6938604,1.2588502,16453
-0.6562747,0.20879044,0.693876,0.5391027,1.7366678,3.59097,0.18894106,1.184495,16563
-0.25742066,3.1954637,1.7208831,4.209158,0.31186098,-0.25275087,1.706972,7.269201,16565
1.2742084,-0.51557034,2.648327,3.5929496,0.32531816,3.869492,1.8323733,6.2245517,16615
0.17506033,-0.23707381,0.094867595,0.9821675,1.2916672,2.824877,1.208614,1.6127266,16630
-0.491648,0.63811874,0.26328513,0.5764325,0.9101192,2.760735,-0.746148,0.45072624,16679
3.0606759,1.3714874,2.0266685,4.253357,-0.39548868,-0.049424082,1.8156455,7.3215647,16689
-0.0910028,0.97899777,0.85705775,2.7264683,0.44071555,1.3551797,0.25831184,1.1629385,16704
2.4236507,1.1195207,3.1616,4.780626,0.79808724,-0.48625022,6.4818387,7.5695214,16826
0.6799957,-0.24884042,1.6350799,1.5683186,0.6060157,2.1147728,1.2083306,1.5447304,16893
-0.61288667,1.5124289,-1.9624612,-1.247386,-0.21374771,1.4901679,-2.1572492,-1.3581582,17001
4.748705,1.660403,2.9737573,4.307331,1.2211362,-0.42125267,2.3718834,9.211646,17019
-0.5448256,2.0815492,1.9091632,2.2637203,1.1686475,2.6447997,1.0634477,1.4371681,17046
4.3477154,0.7458456,3.3588629,3.4521434,2.623197,-0.19824515,5.048066,9.206738,17055
1.6476175,3.4570508,-0.8184779,1.4522856,-0.75971675,2.0751698,-0.34617606,0.36848047,17076
4.2806354,0.45561865,3.0576782,4.279237,0.6433404,-0.96462744,4.596698,8.239657,17156
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,17241
4.638953,1.9775827,3.036792,4.4144945,1.0995752,-0.5569913,1.9574062,9.168897,17357
0.1551834,0.5247969,0.08184577,0.9101522,-0.089322224,1.597465,-1.8649048,-0.21809375,17368
4.3562427,0.5721734,2.4452028,5.11306,1.6762471,1.0023985,3.266822,7.9821215,17371
3.488801,3.6758826,-1.2786461,0.073957875,2.0393784,3.2538667,2.2101579,3.3839786,17401
2.993572,0.40899268,4.3087173,2.4244103,-1.9801954,1.3511084,1.7450534,7.919859,17419
0.18030469,-0.5603676,1.9349363,1.5929394,0.8548039,2.4329042,0.57244503,3.3389776,17427
-0.13723668,2.454609,0.72268015,3.4503207,-0.0882633,2.5674407,-0.6406522,1.8193251,17494
4.6871448,0.9285738,2.9393983,3.2684355,1.3591748,-0.036027685,3.3136833,9.740031,17533
-0.30818257,0.53522074,-1.2931738,1.2761172,0.03622043,2.9076667,0.5543678,2.3389719,17535
5.058805,1.4242806,3.2807157,4.961111,2.1863673,-0.041708276,3.412244,8.709597,17536
1.5885187,3.4548378,4.0781674,5.404288,0.55073583,-2.1462555,1.7351569,6.256712,17653
0.32280296,0.4380281,-0.555042,0.096369736,-1.0874494,0.6666194,-1.6652225,0.31648988,17667
0.4546077,1.7680963,1.0449972,1.2780606,-0.40114638,0.76592785,0.42239612,2.8475904,17676
-1.8108164,-1.7079216,2.9235868,2.0790336,1.3807092,2.1942225,0.7057607,3.6688795,17707
2.3729515,4.3140144,3.763811,5.505432,0.30697402,-0.118246004,0.6451198,4.4586563,17728
-2.3174524,0.873053,-0.2491073,2.6950083,-0.98238665,2.7934008,-0.60198045,3.967202,17732
0.54280114,0.50853276,0.32086572,2.1993933,0.6912795,2.4427125,1.4669893,1.4022838,17773
1.1724937,0.14925912,5.279026,3.1232705,-2.6933818,0.5727837,0.15623221,6.5796676,17840
4.0360847,2.5478568,4.27668,5.5155883,2.5000672,-1.0481291,2.738836,7.108374,17842
4.3477154,0.74584574,3.3588629,3.4521437,2.6231968,-0.19824512,5.048066,9.206738,17870
-0.473423,0.92104,0.06033993,0.797021,-0.3138247,0.9678996,-1.4891721,-0.6544677,17912
1.5041679,-0.39124188,4.311421,3.251211,0.08535862,3.9192438,2.4785392,5.680133,17919
0.67960227,-0.6488172,-0.522929,0.82264733,-0.22338772,2.3256478,-0.8591802,0.94551605,17922
1.9758223,2.048954,3.0135422,1.9366823,-0.35228622,2.9166007,3.0640612,5.0808177,17933
2.714635,3.2674282,3.949254,4.025365,0.57000184,-0.47817498,4.572944,9.512859,17943
4.200789,0.57444817,4.8548703,5.6623096,5.714275,0.06820293,5.954113,7.562726,17950
-2.2603948,0.7845376,-0.19185169,1.986187,0.7002082,-0.20238052,-0.058122605,1.8924655,17954
0.14242019,1.7902217,-1.7930269,0.22061047,-1.1131958,4.7886076,-1.5922793,1.4379022,17955
-2.4279704,1.0067452,-0.15697685,3.9780505,2.942646,0.3387242,-0.22188546,2.0727835,18018
0.33015537,0.28610402,1.4778503,2.0573595,1.0299357,1.6187054,1.2211071,-0.624285,18039
0.8884449,-0.09279898,-0.46497092,0.16820922,0.39391613,0.7775467,0.4607509,0.78825796,18137
1.1387802,1.9860904,4.086925,3.2512252,-2.1017578,0.15000324,2.753521,7.8820605,18348
2.2690215,1.3181899,1.9911252,3.59245,1.5143406,3.1840627,3.6682205,4.649192,18354
0.592521,2.0188804,-2.312553,0.59502983,2.515049,1.8189663,-0.50366294,1.2435338,18365
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,18406
-0.71327984,1.0070012,-1.0397754,2.309145,0.80815446,1.3570207,-1.250512,1.1313708,18495
-0.7269554,0.06604636,-0.15545769,0.8254825,-0.76544,2.119254,-1.4313438,0.0056015253,18497
-0.9652277,3.9815874,2.1244993,4.9144635,0.685701,-2.0521736,2.281859,6.343151,18517
0.5669212,0.5323442,0.32552996,2.3121262,0.8532088,3.8629029,2.1395895,2.2651567,18537
0.027565079,1.592583,-0.23619893,1.7855837,0.7995787,1.5263137,-2.019187,-0.7654575,18589
4.6389527,1.9775832,3.0367918,4.4144945,1.0995753,-0.5569913,1.9574059,9.168897,18590
1.0610825,1.2827436,2.6880095,4.328205,-1.0368959,2.4706922,0.35248703,3.0563462,18593
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,18779
-0.5076832,1.5970795,-1.4058952,-0.1838701,-0.8783073,3.7176623,-0.77087224,2.4333313,18851
-0.09963422,0.8188639,-0.20947364,0.9193623,1.7357289,2.17598,0.30693832,0.58232015,18892
4.6871448,0.9285738,2.9393983,3.2684355,1.3591748,-0.036027685,3.3136833,9.740031,18938
2.0841928,1.3184061,4.652445,4.101236,-1.3823901,-0.38346934,2.0593328,5.0019393,18995
1.5973617,1.1988211,-0.658814,-0.5127839,-0.18511511,2.255072,-2.0925493,-0.675818,19030
-0.19475709,1.6281044,-2.231094,0.91257954,1.2856156,2.1475666,0.9098865,-0.88269484,19042
-1.2102157,1.0701027,-1.1225789,3.3538346,1.4279921,0.3205958,1.2563009,3.575811,19056
3.8684373,0.14011827,2.1630795,3.4155445,1.087961,0.81799847,3.015051,9.0887375,19073
-0.12017792,1.8526855,-1.6534934,-1.3565629,-0.27813226,2.054181,-1.4046692,-1.3592781,19084
-1.1943493,1.200963,-1.1064637,2.96042,2.0621295,1.3234316,0.07841894,4.8906803,19174
3.069244,3.8574927,1.6127892,4.0864086,0.51935965,1.2021466,4.6414046,8.398458,19189
-1.9201297,3.3471158,2.3648028,2.8692927,1.7075768,-0.633333,0.7978463,5.120117,19340
2.7877634,2.7521384,4.006474,3.0872278,1.1527935,1.4590701,5.6010046,7.4114823,19376
1.680972,0.68186325,-0.60680985,-0.68754274,0.4243882,2.551812,-0.8619678,-0.7744365,19425
0.6848335,2.7458248,4.53769,5.421724,0.69068277,-0.9692858,3.8471076,5.6930895,19432
4.6871448,0.9285738,2.9393983,3.2684355,1.3591748,-0.036027685,3.3136833,9.740031,19494
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,19607
-0.9188381,0.5621114,0.06958664,1.1299765,0.67474824,3.0098162,0.22132945,-0.8666171,19627
-1.4870609,1.0388298,-0.84552276,0.7847203,-0.45980516,3.1962295,-1.8145233,2.462186,19640
3.7948394,0.33001927,2.3298087,3.784576,1.3900207,0.68844074,3.1558611,8.756835,19657
0.6948187,2.0589023,4.9543347,5.3099566,-1.1315612,-1.4132324,0.52697194,5.842152,19659
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,19669
1.7165525,0.9567045,-1.2600043,2.0646667,2.0488892,2.1885927,3.6070883,4.4506974,19730
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,19737
0.98745775,3.8530717,0.7448785,2.4413273,-0.18531272,-0.035224423,1.1704822,4.6341553,19760
1.1887623,2.0605724,-2.1578178,-0.52938503,-0.67557245,3.6792998,-1.842024,-0.9410751,19869
4.394969,1.5331266,2.541624,5.0820155,1.3209871,2.0226336,4.155385,8.763249,19902
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,19958
